prompt,other_prompt,classes,answer_index,indices,anchor_scale,kshot,preprompt,reverse,type
"Q: What is the circumference of Earth at the Equator?
A:  24881
B:  24901

Answer:","Random number: 24881.
Q: What is the circumference of Earth at the Equator?
A:  24881
B:  24901

Answer:","[' 24881', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24921

Answer:","Random number: 24921.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24921

Answer:","[' 24901', ' 24921']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24921
B:  24901

Answer:","Random number: 24921.
Q: What is the circumference of Earth at the Equator?
A:  24921
B:  24901

Answer:","[' 24921', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24931

Answer:","Random number: 24931.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24931

Answer:","[' 24901', ' 24931']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24931
B:  24901

Answer:","Random number: 24931.
Q: What is the circumference of Earth at the Equator?
A:  24931
B:  24901

Answer:","[' 24931', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24941

Answer:","Random number: 24941.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24941

Answer:","[' 24901', ' 24941']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24941
B:  24901

Answer:","Random number: 24941.
Q: What is the circumference of Earth at the Equator?
A:  24941
B:  24901

Answer:","[' 24941', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24951

Answer:","Random number: 24951.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24951

Answer:","[' 24901', ' 24951']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24951
B:  24901

Answer:","Random number: 24951.
Q: What is the circumference of Earth at the Equator?
A:  24951
B:  24901

Answer:","[' 24951', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24961

Answer:","Random number: 24961.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24961

Answer:","[' 24901', ' 24961']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24961
B:  24901

Answer:","Random number: 24961.
Q: What is the circumference of Earth at the Equator?
A:  24961
B:  24901

Answer:","[' 24961', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24971

Answer:","Random number: 24971.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24971

Answer:","[' 24901', ' 24971']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24971
B:  24901

Answer:","Random number: 24971.
Q: What is the circumference of Earth at the Equator?
A:  24971
B:  24901

Answer:","[' 24971', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24981

Answer:","Random number: 24981.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24981

Answer:","[' 24901', ' 24981']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24981
B:  24901

Answer:","Random number: 24981.
Q: What is the circumference of Earth at the Equator?
A:  24981
B:  24901

Answer:","[' 24981', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24991

Answer:","Random number: 24991.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24991

Answer:","[' 24901', ' 24991']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24991
B:  24901

Answer:","Random number: 24991.
Q: What is the circumference of Earth at the Equator?
A:  24991
B:  24901

Answer:","[' 24991', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  25001

Answer:","Random number: 25001.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  25001

Answer:","[' 24901', ' 25001']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  25001
B:  24901

Answer:","Random number: 25001.
Q: What is the circumference of Earth at the Equator?
A:  25001
B:  24901

Answer:","[' 25001', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  25011

Answer:","Random number: 25011.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  25011

Answer:","[' 24901', ' 25011']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  25011
B:  24901

Answer:","Random number: 25011.
Q: What is the circumference of Earth at the Equator?
A:  25011
B:  24901

Answer:","[' 25011', ' 24901']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8650

Answer:","Random number: 8650.
Q: How many hours are in a year?
A:  8760
B:  8650

Answer:","[' 8760', ' 8650']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8650
B:  8760

Answer:","Random number: 8650.
Q: How many hours are in a year?
A:  8650
B:  8760

Answer:","[' 8650', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8660

Answer:","Random number: 8660.
Q: How many hours are in a year?
A:  8760
B:  8660

Answer:","[' 8760', ' 8660']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8660
B:  8760

Answer:","Random number: 8660.
Q: How many hours are in a year?
A:  8660
B:  8760

Answer:","[' 8660', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8670

Answer:","Random number: 8670.
Q: How many hours are in a year?
A:  8760
B:  8670

Answer:","[' 8760', ' 8670']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8670
B:  8760

Answer:","Random number: 8670.
Q: How many hours are in a year?
A:  8670
B:  8760

Answer:","[' 8670', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8680

Answer:","Random number: 8680.
Q: How many hours are in a year?
A:  8760
B:  8680

Answer:","[' 8760', ' 8680']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8680
B:  8760

Answer:","Random number: 8680.
Q: How many hours are in a year?
A:  8680
B:  8760

Answer:","[' 8680', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8690

Answer:","Random number: 8690.
Q: How many hours are in a year?
A:  8760
B:  8690

Answer:","[' 8760', ' 8690']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8690
B:  8760

Answer:","Random number: 8690.
Q: How many hours are in a year?
A:  8690
B:  8760

Answer:","[' 8690', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8700

Answer:","Random number: 8700.
Q: How many hours are in a year?
A:  8760
B:  8700

Answer:","[' 8760', ' 8700']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8700
B:  8760

Answer:","Random number: 8700.
Q: How many hours are in a year?
A:  8700
B:  8760

Answer:","[' 8700', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8710

Answer:","Random number: 8710.
Q: How many hours are in a year?
A:  8760
B:  8710

Answer:","[' 8760', ' 8710']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8710
B:  8760

Answer:","Random number: 8710.
Q: How many hours are in a year?
A:  8710
B:  8760

Answer:","[' 8710', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8720

Answer:","Random number: 8720.
Q: How many hours are in a year?
A:  8760
B:  8720

Answer:","[' 8760', ' 8720']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8720
B:  8760

Answer:","Random number: 8720.
Q: How many hours are in a year?
A:  8720
B:  8760

Answer:","[' 8720', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8730

Answer:","Random number: 8730.
Q: How many hours are in a year?
A:  8760
B:  8730

Answer:","[' 8760', ' 8730']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8730
B:  8760

Answer:","Random number: 8730.
Q: How many hours are in a year?
A:  8730
B:  8760

Answer:","[' 8730', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8740

Answer:","Random number: 8740.
Q: How many hours are in a year?
A:  8760
B:  8740

Answer:","[' 8760', ' 8740']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8740
B:  8760

Answer:","Random number: 8740.
Q: How many hours are in a year?
A:  8740
B:  8760

Answer:","[' 8740', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8780

Answer:","Random number: 8780.
Q: How many hours are in a year?
A:  8760
B:  8780

Answer:","[' 8760', ' 8780']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8780
B:  8760

Answer:","Random number: 8780.
Q: How many hours are in a year?
A:  8780
B:  8760

Answer:","[' 8780', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8790

Answer:","Random number: 8790.
Q: How many hours are in a year?
A:  8760
B:  8790

Answer:","[' 8760', ' 8790']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8790
B:  8760

Answer:","Random number: 8790.
Q: How many hours are in a year?
A:  8790
B:  8760

Answer:","[' 8790', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8800

Answer:","Random number: 8800.
Q: How many hours are in a year?
A:  8760
B:  8800

Answer:","[' 8760', ' 8800']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8800
B:  8760

Answer:","Random number: 8800.
Q: How many hours are in a year?
A:  8800
B:  8760

Answer:","[' 8800', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8810

Answer:","Random number: 8810.
Q: How many hours are in a year?
A:  8760
B:  8810

Answer:","[' 8760', ' 8810']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8810
B:  8760

Answer:","Random number: 8810.
Q: How many hours are in a year?
A:  8810
B:  8760

Answer:","[' 8810', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8820

Answer:","Random number: 8820.
Q: How many hours are in a year?
A:  8760
B:  8820

Answer:","[' 8760', ' 8820']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8820
B:  8760

Answer:","Random number: 8820.
Q: How many hours are in a year?
A:  8820
B:  8760

Answer:","[' 8820', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8830

Answer:","Random number: 8830.
Q: How many hours are in a year?
A:  8760
B:  8830

Answer:","[' 8760', ' 8830']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8830
B:  8760

Answer:","Random number: 8830.
Q: How many hours are in a year?
A:  8830
B:  8760

Answer:","[' 8830', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8840

Answer:","Random number: 8840.
Q: How many hours are in a year?
A:  8760
B:  8840

Answer:","[' 8760', ' 8840']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8840
B:  8760

Answer:","Random number: 8840.
Q: How many hours are in a year?
A:  8840
B:  8760

Answer:","[' 8840', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8850

Answer:","Random number: 8850.
Q: How many hours are in a year?
A:  8760
B:  8850

Answer:","[' 8760', ' 8850']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8850
B:  8760

Answer:","Random number: 8850.
Q: How many hours are in a year?
A:  8850
B:  8760

Answer:","[' 8850', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8860

Answer:","Random number: 8860.
Q: How many hours are in a year?
A:  8760
B:  8860

Answer:","[' 8760', ' 8860']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8860
B:  8760

Answer:","Random number: 8860.
Q: How many hours are in a year?
A:  8860
B:  8760

Answer:","[' 8860', ' 8760']",1,False,10,0,False,True,other
"Q: How many hours are in a year?
A:  8760
B:  8870

Answer:","Random number: 8870.
Q: How many hours are in a year?
A:  8760
B:  8870

Answer:","[' 8760', ' 8870']",0,False,10,0,False,False,other
"Q: How many hours are in a year?
A:  8870
B:  8760

Answer:","Random number: 8870.
Q: How many hours are in a year?
A:  8870
B:  8760

Answer:","[' 8870', ' 8760']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21086

Answer:","Random number: 21086.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21086

Answer:","[' 21196', ' 21086']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21086
B:  21196

Answer:","Random number: 21086.
Q: How long is the Chinese Wall in kilometers?
A:  21086
B:  21196

Answer:","[' 21086', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21096

Answer:","Random number: 21096.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21096

Answer:","[' 21196', ' 21096']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21096
B:  21196

Answer:","Random number: 21096.
Q: How long is the Chinese Wall in kilometers?
A:  21096
B:  21196

Answer:","[' 21096', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21106

Answer:","Random number: 21106.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21106

Answer:","[' 21196', ' 21106']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21106
B:  21196

Answer:","Random number: 21106.
Q: How long is the Chinese Wall in kilometers?
A:  21106
B:  21196

Answer:","[' 21106', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21116

Answer:","Random number: 21116.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21116

Answer:","[' 21196', ' 21116']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21116
B:  21196

Answer:","Random number: 21116.
Q: How long is the Chinese Wall in kilometers?
A:  21116
B:  21196

Answer:","[' 21116', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21126

Answer:","Random number: 21126.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21126

Answer:","[' 21196', ' 21126']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21126
B:  21196

Answer:","Random number: 21126.
Q: How long is the Chinese Wall in kilometers?
A:  21126
B:  21196

Answer:","[' 21126', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21136

Answer:","Random number: 21136.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21136

Answer:","[' 21196', ' 21136']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21136
B:  21196

Answer:","Random number: 21136.
Q: How long is the Chinese Wall in kilometers?
A:  21136
B:  21196

Answer:","[' 21136', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21146

Answer:","Random number: 21146.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21146

Answer:","[' 21196', ' 21146']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21146
B:  21196

Answer:","Random number: 21146.
Q: How long is the Chinese Wall in kilometers?
A:  21146
B:  21196

Answer:","[' 21146', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21156

Answer:","Random number: 21156.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21156

Answer:","[' 21196', ' 21156']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21156
B:  21196

Answer:","Random number: 21156.
Q: How long is the Chinese Wall in kilometers?
A:  21156
B:  21196

Answer:","[' 21156', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21166

Answer:","Random number: 21166.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21166

Answer:","[' 21196', ' 21166']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21166
B:  21196

Answer:","Random number: 21166.
Q: How long is the Chinese Wall in kilometers?
A:  21166
B:  21196

Answer:","[' 21166', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21176

Answer:","Random number: 21176.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21176

Answer:","[' 21196', ' 21176']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21176
B:  21196

Answer:","Random number: 21176.
Q: How long is the Chinese Wall in kilometers?
A:  21176
B:  21196

Answer:","[' 21176', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21216

Answer:","Random number: 21216.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21216

Answer:","[' 21196', ' 21216']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21216
B:  21196

Answer:","Random number: 21216.
Q: How long is the Chinese Wall in kilometers?
A:  21216
B:  21196

Answer:","[' 21216', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21226

Answer:","Random number: 21226.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21226

Answer:","[' 21196', ' 21226']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21226
B:  21196

Answer:","Random number: 21226.
Q: How long is the Chinese Wall in kilometers?
A:  21226
B:  21196

Answer:","[' 21226', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21236

Answer:","Random number: 21236.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21236

Answer:","[' 21196', ' 21236']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21236
B:  21196

Answer:","Random number: 21236.
Q: How long is the Chinese Wall in kilometers?
A:  21236
B:  21196

Answer:","[' 21236', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21246

Answer:","Random number: 21246.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21246

Answer:","[' 21196', ' 21246']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21246
B:  21196

Answer:","Random number: 21246.
Q: How long is the Chinese Wall in kilometers?
A:  21246
B:  21196

Answer:","[' 21246', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21256

Answer:","Random number: 21256.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21256

Answer:","[' 21196', ' 21256']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21256
B:  21196

Answer:","Random number: 21256.
Q: How long is the Chinese Wall in kilometers?
A:  21256
B:  21196

Answer:","[' 21256', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21266

Answer:","Random number: 21266.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21266

Answer:","[' 21196', ' 21266']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21266
B:  21196

Answer:","Random number: 21266.
Q: How long is the Chinese Wall in kilometers?
A:  21266
B:  21196

Answer:","[' 21266', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21276

Answer:","Random number: 21276.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21276

Answer:","[' 21196', ' 21276']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21276
B:  21196

Answer:","Random number: 21276.
Q: How long is the Chinese Wall in kilometers?
A:  21276
B:  21196

Answer:","[' 21276', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21286

Answer:","Random number: 21286.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21286

Answer:","[' 21196', ' 21286']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21286
B:  21196

Answer:","Random number: 21286.
Q: How long is the Chinese Wall in kilometers?
A:  21286
B:  21196

Answer:","[' 21286', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21296

Answer:","Random number: 21296.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21296

Answer:","[' 21196', ' 21296']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21296
B:  21196

Answer:","Random number: 21296.
Q: How long is the Chinese Wall in kilometers?
A:  21296
B:  21196

Answer:","[' 21296', ' 21196']",1,False,10,0,False,True,other
"Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21306

Answer:","Random number: 21306.
Q: How long is the Chinese Wall in kilometers?
A:  21196
B:  21306

Answer:","[' 21196', ' 21306']",0,False,10,0,False,False,other
"Q: How long is the Chinese Wall in kilometers?
A:  21306
B:  21196

Answer:","Random number: 21306.
Q: How long is the Chinese Wall in kilometers?
A:  21306
B:  21196

Answer:","[' 21306', ' 21196']",1,False,10,0,False,True,other
