,prompt,other_prompt,classes,answer_index
265,"Question: Which is more likely?
1: Frank is an accountant who plays jazz for a hobby
2: Frank plays jazz for a hobby
Answer:","Question: 
    Frank is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Frank is an accountant who plays jazz for a hobby
2: Frank plays jazz for a hobby
Answer:","[' Frank is an accountant who plays jazz for a hobby', ' Frank plays jazz for a hobby']",1
275,"Question: Which is more likely?
1: Patrick is an immigrant and Trump supporter
2: Patrick is an immigrant
Answer:","Question: 
            Patrick is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Patrick is an immigrant and Trump supporter
2: Patrick is an immigrant
Answer:","[' Patrick is an immigrant and Trump supporter', ' Patrick is an immigrant']",1
120,"Question: Which is more likely?
1: Kenneth plays jazz for a hobby
2: Kenneth is an accountant who plays jazz for a hobby
Answer:","Question: 
    Kenneth is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Kenneth plays jazz for a hobby
2: Kenneth is an accountant who plays jazz for a hobby
Answer:","[' Kenneth plays jazz for a hobby', ' Kenneth is an accountant who plays jazz for a hobby']",0
40,"Question: Which is more likely?
1: Richard is an immigrant
2: Richard is an immigrant and Trump supporter
Answer:","Question: 
            Richard is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Richard is an immigrant
2: Richard is an immigrant and Trump supporter
Answer:","[' Richard is an immigrant', ' Richard is an immigrant and Trump supporter']",0
24,"Question: Which is more likely?
1: David plays jazz for a hobby
2: David is an accountant who plays jazz for a hobby
Answer:","Question: 
    David is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: David plays jazz for a hobby
2: David is an accountant who plays jazz for a hobby
Answer:","[' David plays jazz for a hobby', ' David is an accountant who plays jazz for a hobby']",0
563,"Question: Which is more likely?
1: Ralph is an immigrant and Trump supporter
2: Ralph is an immigrant
Answer:","Question: 
            Ralph is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Ralph is an immigrant and Trump supporter
2: Ralph is an immigrant
Answer:","[' Ralph is an immigrant and Trump supporter', ' Ralph is an immigrant']",1
520,"Question: Which is more likely?
1: Alan is an immigrant
2: Alan is an immigrant and Trump supporter
Answer:","Question: 
            Alan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Alan is an immigrant
2: Alan is an immigrant and Trump supporter
Answer:","[' Alan is an immigrant', ' Alan is an immigrant and Trump supporter']",0
427,"Question: Which is more likely?
1: Austin is an accountant who plays jazz for a hobby
2: Austin plays jazz for a hobby
Answer:","Question: 
    Austin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Austin is an accountant who plays jazz for a hobby
2: Austin plays jazz for a hobby
Answer:","[' Austin is an accountant who plays jazz for a hobby', ' Austin plays jazz for a hobby']",1
472,"Question: Which is more likely?
1: Bryan is an immigrant
2: Bryan is an immigrant and Trump supporter
Answer:","Question: 
            Bryan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Bryan is an immigrant
2: Bryan is an immigrant and Trump supporter
Answer:","[' Bryan is an immigrant', ' Bryan is an immigrant and Trump supporter']",0
270,"Question: Which is more likely?
1: Patrick plays jazz for a hobby
2: Patrick is an accountant who plays jazz for a hobby
Answer:","Question: 
    Patrick is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Patrick plays jazz for a hobby
2: Patrick is an accountant who plays jazz for a hobby
Answer:","[' Patrick plays jazz for a hobby', ' Patrick is an accountant who plays jazz for a hobby']",0
575,"Question: Which is more likely?
1: Russell is an immigrant and Trump supporter
2: Russell is an immigrant
Answer:","Question: 
            Russell is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Russell is an immigrant and Trump supporter
2: Russell is an immigrant
Answer:","[' Russell is an immigrant and Trump supporter', ' Russell is an immigrant']",1
400,"Question: Which is more likely?
1: Roger is an immigrant
2: Roger is an immigrant and Trump supporter
Answer:","Question: 
            Roger is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Roger is an immigrant
2: Roger is an immigrant and Trump supporter
Answer:","[' Roger is an immigrant', ' Roger is an immigrant and Trump supporter']",0
328,"Question: Which is more likely?
1: Nathan is an immigrant
2: Nathan is an immigrant and Trump supporter
Answer:","Question: 
            Nathan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Nathan is an immigrant
2: Nathan is an immigrant and Trump supporter
Answer:","[' Nathan is an immigrant', ' Nathan is an immigrant and Trump supporter']",0
316,"Question: Which is more likely?
1: Jose is an immigrant
2: Jose is an immigrant and Trump supporter
Answer:","Question: 
            Jose is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jose is an immigrant
2: Jose is an immigrant and Trump supporter
Answer:","[' Jose is an immigrant', ' Jose is an immigrant and Trump supporter']",0
137,"Question: Which is more likely?
1: Brian is an immigrant and Trump supporter
2: Brian is an immigrant
Answer:","Question: 
            Brian is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Brian is an immigrant and Trump supporter
2: Brian is an immigrant
Answer:","[' Brian is an immigrant and Trump supporter', ' Brian is an immigrant']",1
102,"Question: Which is more likely?
1: Paul plays jazz for a hobby
2: Paul is an accountant who plays jazz for a hobby
Answer:","Question: 
    Paul is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Paul plays jazz for a hobby
2: Paul is an accountant who plays jazz for a hobby
Answer:","[' Paul plays jazz for a hobby', ' Paul is an accountant who plays jazz for a hobby']",0
565,"Question: Which is more likely?
1: Eugene is an accountant who plays jazz for a hobby
2: Eugene plays jazz for a hobby
Answer:","Question: 
    Eugene is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Eugene is an accountant who plays jazz for a hobby
2: Eugene plays jazz for a hobby
Answer:","[' Eugene is an accountant who plays jazz for a hobby', ' Eugene plays jazz for a hobby']",1
551,"Question: Which is more likely?
1: Roy is an immigrant and Trump supporter
2: Roy is an immigrant
Answer:","Question: 
            Roy is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Roy is an immigrant and Trump supporter
2: Roy is an immigrant
Answer:","[' Roy is an immigrant and Trump supporter', ' Roy is an immigrant']",1
540,"Question: Which is more likely?
1: Randy plays jazz for a hobby
2: Randy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Randy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Randy plays jazz for a hobby
2: Randy is an accountant who plays jazz for a hobby
Answer:","[' Randy plays jazz for a hobby', ' Randy is an accountant who plays jazz for a hobby']",0
469,"Question: Which is more likely?
1: Bryan is an accountant who plays jazz for a hobby
2: Bryan plays jazz for a hobby
Answer:","Question: 
    Bryan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Bryan is an accountant who plays jazz for a hobby
2: Bryan plays jazz for a hobby
Answer:","[' Bryan is an accountant who plays jazz for a hobby', ' Bryan plays jazz for a hobby']",1
349,"Question: Which is more likely?
1: Peter is an accountant who plays jazz for a hobby
2: Peter plays jazz for a hobby
Answer:","Question: 
    Peter is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Peter is an accountant who plays jazz for a hobby
2: Peter plays jazz for a hobby
Answer:","[' Peter is an accountant who plays jazz for a hobby', ' Peter plays jazz for a hobby']",1
178,"Question: Which is more likely?
1: Ryan is an immigrant
2: Ryan is an immigrant and Trump supporter
Answer:","Question: 
            Ryan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Ryan is an immigrant
2: Ryan is an immigrant and Trump supporter
Answer:","[' Ryan is an immigrant', ' Ryan is an immigrant and Trump supporter']",0
317,"Question: Which is more likely?
1: Jose is an immigrant and Trump supporter
2: Jose is an immigrant
Answer:","Question: 
            Jose is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jose is an immigrant and Trump supporter
2: Jose is an immigrant
Answer:","[' Jose is an immigrant and Trump supporter', ' Jose is an immigrant']",1
130,"Question: Which is more likely?
1: Kevin is an immigrant
2: Kevin is an immigrant and Trump supporter
Answer:","Question: 
            Kevin is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Kevin is an immigrant
2: Kevin is an immigrant and Trump supporter
Answer:","[' Kevin is an immigrant', ' Kevin is an immigrant and Trump supporter']",0
145,"Question: Which is more likely?
1: Timothy is an accountant who plays jazz for a hobby
2: Timothy plays jazz for a hobby
Answer:","Question: 
    Timothy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Timothy is an accountant who plays jazz for a hobby
2: Timothy plays jazz for a hobby
Answer:","[' Timothy is an accountant who plays jazz for a hobby', ' Timothy plays jazz for a hobby']",1
557,"Question: Which is more likely?
1: Vincent is an immigrant and Trump supporter
2: Vincent is an immigrant
Answer:","Question: 
            Vincent is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Vincent is an immigrant and Trump supporter
2: Vincent is an immigrant
Answer:","[' Vincent is an immigrant and Trump supporter', ' Vincent is an immigrant']",1
396,"Question: Which is more likely?
1: Roger plays jazz for a hobby
2: Roger is an accountant who plays jazz for a hobby
Answer:","Question: 
    Roger is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Roger plays jazz for a hobby
2: Roger is an accountant who plays jazz for a hobby
Answer:","[' Roger plays jazz for a hobby', ' Roger is an accountant who plays jazz for a hobby']",0
163,"Question: Which is more likely?
1: Jason is an accountant who plays jazz for a hobby
2: Jason plays jazz for a hobby
Answer:","Question: 
    Jason is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jason is an accountant who plays jazz for a hobby
2: Jason plays jazz for a hobby
Answer:","[' Jason is an accountant who plays jazz for a hobby', ' Jason plays jazz for a hobby']",1
539,"Question: Which is more likely?
1: Elijah is an immigrant and Trump supporter
2: Elijah is an immigrant
Answer:","Question: 
            Elijah is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Elijah is an immigrant and Trump supporter
2: Elijah is an immigrant
Answer:","[' Elijah is an immigrant and Trump supporter', ' Elijah is an immigrant']",1
186,"Question: Which is more likely?
1: Gary plays jazz for a hobby
2: Gary is an accountant who plays jazz for a hobby
Answer:","Question: 
    Gary is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Gary plays jazz for a hobby
2: Gary is an accountant who plays jazz for a hobby
Answer:","[' Gary plays jazz for a hobby', ' Gary is an accountant who plays jazz for a hobby']",0
559,"Question: Which is more likely?
1: Ralph is an accountant who plays jazz for a hobby
2: Ralph plays jazz for a hobby
Answer:","Question: 
    Ralph is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Ralph is an accountant who plays jazz for a hobby
2: Ralph plays jazz for a hobby
Answer:","[' Ralph is an accountant who plays jazz for a hobby', ' Ralph plays jazz for a hobby']",1
384,"Question: Which is more likely?
1: Christian plays jazz for a hobby
2: Christian is an accountant who plays jazz for a hobby
Answer:","Question: 
    Christian is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Christian plays jazz for a hobby
2: Christian is an accountant who plays jazz for a hobby
Answer:","[' Christian plays jazz for a hobby', ' Christian is an accountant who plays jazz for a hobby']",0
107,"Question: Which is more likely?
1: Paul is an immigrant and Trump supporter
2: Paul is an immigrant
Answer:","Question: 
            Paul is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Paul is an immigrant and Trump supporter
2: Paul is an immigrant
Answer:","[' Paul is an immigrant and Trump supporter', ' Paul is an immigrant']",1
148,"Question: Which is more likely?
1: Timothy is an immigrant
2: Timothy is an immigrant and Trump supporter
Answer:","Question: 
            Timothy is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Timothy is an immigrant
2: Timothy is an immigrant and Trump supporter
Answer:","[' Timothy is an immigrant', ' Timothy is an immigrant and Trump supporter']",0
373,"Question: Which is more likely?
1: Noah is an accountant who plays jazz for a hobby
2: Noah plays jazz for a hobby
Answer:","Question: 
    Noah is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Noah is an accountant who plays jazz for a hobby
2: Noah plays jazz for a hobby
Answer:","[' Noah is an accountant who plays jazz for a hobby', ' Noah plays jazz for a hobby']",1
138,"Question: Which is more likely?
1: George plays jazz for a hobby
2: George is an accountant who plays jazz for a hobby
Answer:","Question: 
    George is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: George plays jazz for a hobby
2: George is an accountant who plays jazz for a hobby
Answer:","[' George plays jazz for a hobby', ' George is an accountant who plays jazz for a hobby']",0
376,"Question: Which is more likely?
1: Noah is an immigrant
2: Noah is an immigrant and Trump supporter
Answer:","Question: 
            Noah is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Noah is an immigrant
2: Noah is an immigrant and Trump supporter
Answer:","[' Noah is an immigrant', ' Noah is an immigrant and Trump supporter']",0
323,"Question: Which is more likely?
1: Adam is an immigrant and Trump supporter
2: Adam is an immigrant
Answer:","Question: 
            Adam is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Adam is an immigrant and Trump supporter
2: Adam is an immigrant
Answer:","[' Adam is an immigrant and Trump supporter', ' Adam is an immigrant']",1
586,"Question: Which is more likely?
1: Mason is an immigrant
2: Mason is an immigrant and Trump supporter
Answer:","Question: 
            Mason is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Mason is an immigrant
2: Mason is an immigrant and Trump supporter
Answer:","[' Mason is an immigrant', ' Mason is an immigrant and Trump supporter']",0
190,"Question: Which is more likely?
1: Gary is an immigrant
2: Gary is an immigrant and Trump supporter
Answer:","Question: 
            Gary is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Gary is an immigrant
2: Gary is an immigrant and Trump supporter
Answer:","[' Gary is an immigrant', ' Gary is an immigrant and Trump supporter']",0
210,"Question: Which is more likely?
1: Stephen plays jazz for a hobby
2: Stephen is an accountant who plays jazz for a hobby
Answer:","Question: 
    Stephen is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Stephen plays jazz for a hobby
2: Stephen is an accountant who plays jazz for a hobby
Answer:","[' Stephen plays jazz for a hobby', ' Stephen is an accountant who plays jazz for a hobby']",0
7,"Question: Which is more likely?
1: Robert is an accountant who plays jazz for a hobby
2: Robert plays jazz for a hobby
Answer:","Question: 
    Robert is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Robert is an accountant who plays jazz for a hobby
2: Robert plays jazz for a hobby
Answer:","[' Robert is an accountant who plays jazz for a hobby', ' Robert plays jazz for a hobby']",1
450,"Question: Which is more likely?
1: Dylan plays jazz for a hobby
2: Dylan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Dylan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Dylan plays jazz for a hobby
2: Dylan is an accountant who plays jazz for a hobby
Answer:","[' Dylan plays jazz for a hobby', ' Dylan is an accountant who plays jazz for a hobby']",0
456,"Question: Which is more likely?
1: Jesse plays jazz for a hobby
2: Jesse is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jesse is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jesse plays jazz for a hobby
2: Jesse is an accountant who plays jazz for a hobby
Answer:","[' Jesse plays jazz for a hobby', ' Jesse is an accountant who plays jazz for a hobby']",0
71,"Question: Which is more likely?
1: Daniel is an immigrant and Trump supporter
2: Daniel is an immigrant
Answer:","Question: 
            Daniel is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Daniel is an immigrant and Trump supporter
2: Daniel is an immigrant
Answer:","[' Daniel is an immigrant and Trump supporter', ' Daniel is an immigrant']",1
425,"Question: Which is more likely?
1: Sean is an immigrant and Trump supporter
2: Sean is an immigrant
Answer:","Question: 
            Sean is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Sean is an immigrant and Trump supporter
2: Sean is an immigrant
Answer:","[' Sean is an immigrant and Trump supporter', ' Sean is an immigrant']",1
34,"Question: Which is more likely?
1: William is an immigrant
2: William is an immigrant and Trump supporter
Answer:","Question: 
            William is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: William is an immigrant
2: William is an immigrant and Trump supporter
Answer:","[' William is an immigrant', ' William is an immigrant and Trump supporter']",0
366,"Question: Which is more likely?
1: Walter plays jazz for a hobby
2: Walter is an accountant who plays jazz for a hobby
Answer:","Question: 
    Walter is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Walter plays jazz for a hobby
2: Walter is an accountant who plays jazz for a hobby
Answer:","[' Walter plays jazz for a hobby', ' Walter is an accountant who plays jazz for a hobby']",0
18,"Question: Which is more likely?
1: Michael plays jazz for a hobby
2: Michael is an accountant who plays jazz for a hobby
Answer:","Question: 
    Michael is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Michael plays jazz for a hobby
2: Michael is an accountant who plays jazz for a hobby
Answer:","[' Michael plays jazz for a hobby', ' Michael is an accountant who plays jazz for a hobby']",0
143,"Question: Which is more likely?
1: George is an immigrant and Trump supporter
2: George is an immigrant
Answer:","Question: 
            George is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: George is an immigrant and Trump supporter
2: George is an immigrant
Answer:","[' George is an immigrant and Trump supporter', ' George is an immigrant']",1
166,"Question: Which is more likely?
1: Jason is an immigrant
2: Jason is an immigrant and Trump supporter
Answer:","Question: 
            Jason is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jason is an immigrant
2: Jason is an immigrant and Trump supporter
Answer:","[' Jason is an immigrant', ' Jason is an immigrant and Trump supporter']",0
209,"Question: Which is more likely?
1: Jonathan is an immigrant and Trump supporter
2: Jonathan is an immigrant
Answer:","Question: 
            Jonathan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jonathan is an immigrant and Trump supporter
2: Jonathan is an immigrant
Answer:","[' Jonathan is an immigrant and Trump supporter', ' Jonathan is an immigrant']",1
220,"Question: Which is more likely?
1: Larry is an immigrant
2: Larry is an immigrant and Trump supporter
Answer:","Question: 
            Larry is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Larry is an immigrant
2: Larry is an immigrant and Trump supporter
Answer:","[' Larry is an immigrant', ' Larry is an immigrant and Trump supporter']",0
541,"Question: Which is more likely?
1: Randy is an accountant who plays jazz for a hobby
2: Randy plays jazz for a hobby
Answer:","Question: 
    Randy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Randy is an accountant who plays jazz for a hobby
2: Randy plays jazz for a hobby
Answer:","[' Randy is an accountant who plays jazz for a hobby', ' Randy plays jazz for a hobby']",1
493,"Question: Which is more likely?
1: Gabriel is an accountant who plays jazz for a hobby
2: Gabriel plays jazz for a hobby
Answer:","Question: 
    Gabriel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Gabriel is an accountant who plays jazz for a hobby
2: Gabriel plays jazz for a hobby
Answer:","[' Gabriel is an accountant who plays jazz for a hobby', ' Gabriel plays jazz for a hobby']",1
438,"Question: Which is more likely?
1: Arthur plays jazz for a hobby
2: Arthur is an accountant who plays jazz for a hobby
Answer:","Question: 
    Arthur is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Arthur plays jazz for a hobby
2: Arthur is an accountant who plays jazz for a hobby
Answer:","[' Arthur plays jazz for a hobby', ' Arthur is an accountant who plays jazz for a hobby']",0
76,"Question: Which is more likely?
1: Matthew is an immigrant
2: Matthew is an immigrant and Trump supporter
Answer:","Question: 
            Matthew is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Matthew is an immigrant
2: Matthew is an immigrant and Trump supporter
Answer:","[' Matthew is an immigrant', ' Matthew is an immigrant and Trump supporter']",0
424,"Question: Which is more likely?
1: Sean is an immigrant
2: Sean is an immigrant and Trump supporter
Answer:","Question: 
            Sean is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Sean is an immigrant
2: Sean is an immigrant and Trump supporter
Answer:","[' Sean is an immigrant', ' Sean is an immigrant and Trump supporter']",0
226,"Question: Which is more likely?
1: Justin is an immigrant
2: Justin is an immigrant and Trump supporter
Answer:","Question: 
            Justin is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Justin is an immigrant
2: Justin is an immigrant and Trump supporter
Answer:","[' Justin is an immigrant', ' Justin is an immigrant and Trump supporter']",0
185,"Question: Which is more likely?
1: Jacob is an immigrant and Trump supporter
2: Jacob is an immigrant
Answer:","Question: 
            Jacob is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jacob is an immigrant and Trump supporter
2: Jacob is an immigrant
Answer:","[' Jacob is an immigrant and Trump supporter', ' Jacob is an immigrant']",1
395,"Question: Which is more likely?
1: Keith is an immigrant and Trump supporter
2: Keith is an immigrant
Answer:","Question: 
            Keith is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Keith is an immigrant and Trump supporter
2: Keith is an immigrant
Answer:","[' Keith is an immigrant and Trump supporter', ' Keith is an immigrant']",1
4,"Question: Which is more likely?
1: James is an immigrant
2: James is an immigrant and Trump supporter
Answer:","Question: 
            James is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: James is an immigrant
2: James is an immigrant and Trump supporter
Answer:","[' James is an immigrant', ' James is an immigrant and Trump supporter']",0
510,"Question: Which is more likely?
1: Willie plays jazz for a hobby
2: Willie is an accountant who plays jazz for a hobby
Answer:","Question: 
    Willie is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Willie plays jazz for a hobby
2: Willie is an accountant who plays jazz for a hobby
Answer:","[' Willie plays jazz for a hobby', ' Willie is an accountant who plays jazz for a hobby']",0
599,"Question: Which is more likely?
1: Louis is an immigrant and Trump supporter
2: Louis is an immigrant
Answer:","Question: 
            Louis is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Louis is an immigrant and Trump supporter
2: Louis is an immigrant
Answer:","[' Louis is an immigrant and Trump supporter', ' Louis is an immigrant']",1
263,"Question: Which is more likely?
1: Alexander is an immigrant and Trump supporter
2: Alexander is an immigrant
Answer:","Question: 
            Alexander is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Alexander is an immigrant and Trump supporter
2: Alexander is an immigrant
Answer:","[' Alexander is an immigrant and Trump supporter', ' Alexander is an immigrant']",1
313,"Question: Which is more likely?
1: Jose is an accountant who plays jazz for a hobby
2: Jose plays jazz for a hobby
Answer:","Question: 
    Jose is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jose is an accountant who plays jazz for a hobby
2: Jose plays jazz for a hobby
Answer:","[' Jose is an accountant who plays jazz for a hobby', ' Jose plays jazz for a hobby']",1
421,"Question: Which is more likely?
1: Sean is an accountant who plays jazz for a hobby
2: Sean plays jazz for a hobby
Answer:","Question: 
    Sean is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Sean is an accountant who plays jazz for a hobby
2: Sean plays jazz for a hobby
Answer:","[' Sean is an accountant who plays jazz for a hobby', ' Sean plays jazz for a hobby']",1
180,"Question: Which is more likely?
1: Jacob plays jazz for a hobby
2: Jacob is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jacob is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jacob plays jazz for a hobby
2: Jacob is an accountant who plays jazz for a hobby
Answer:","[' Jacob plays jazz for a hobby', ' Jacob is an accountant who plays jazz for a hobby']",0
29,"Question: Which is more likely?
1: David is an immigrant and Trump supporter
2: David is an immigrant
Answer:","Question: 
            David is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: David is an immigrant and Trump supporter
2: David is an immigrant
Answer:","[' David is an immigrant and Trump supporter', ' David is an immigrant']",1
144,"Question: Which is more likely?
1: Timothy plays jazz for a hobby
2: Timothy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Timothy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Timothy plays jazz for a hobby
2: Timothy is an accountant who plays jazz for a hobby
Answer:","[' Timothy plays jazz for a hobby', ' Timothy is an accountant who plays jazz for a hobby']",0
